	p_val	avg_logFC	pct.1	pct.2	p_val_adj	which_high
Angptl4	7.51076155315638e-81	-0.244572599714395	0.013	0.22	2.49184536049069e-76	OPC-B
Tmbim6	8.97852375690298e-81	0.464399569728118	0.943	0.936	2.9788048268277e-76	OPC-A
Gjc3	1.47815490401427e-80	0.765749328675195	0.725	0.513	4.90407452504815e-76	OPC-A
Rps27l	2.83721287312917e-80	-0.542061881949756	0.908	0.99	9.41302114918066e-76	OPC-B
Lrrn1	3.0086137589292e-80	0.756426029074235	0.576	0.259	9.98167786799942e-76	OPC-A
Hivep3	6.07526267033924e-80	-0.289585333982145	0.04	0.291	2.01558989613845e-75	OPC-B
Hmgb2	6.49689416902962e-80	-0.961635279364289	0.4	0.772	2.15547457845896e-75	OPC-B
Wwtr1	1.05359978778123e-79	-0.380945512710362	0.132	0.466	3.49552801592178e-75	OPC-B
Ngf	1.14877563126597e-79	-0.223999288138087	0.017	0.231	3.81129291185112e-75	OPC-B
Tmbim1	2.51084718668858e-79	-0.354864347545305	0.194	0.571	8.3302377112767e-75	OPC-B
Gria3	4.59145434264016e-79	0.796082499178609	0.654	0.425	1.52330680725773e-74	OPC-A
Hspe1	5.3612418574522e-79	-0.415590695212562	0.91	0.976	1.77869921104692e-74	OPC-B
Cryab	7.68420421425737e-79	-0.955395706062379	0.942	0.976	2.54938843216417e-74	OPC-B
Myl6	7.74728782045281e-79	-0.390717169979809	0.96	0.987	2.57031768019163e-74	OPC-B
Slc35f6	9.68609518987806e-79	-0.338985827737657	0.155	0.508	3.21355580114584e-74	OPC-B
Sox8	1.86399734882121e-78	0.779728653483085	0.571	0.222	6.18418400418413e-74	OPC-A
Ccl7	2.02940555620728e-78	-0.943436362740624	0.045	0.298	6.73295881382888e-74	OPC-B
Ncl	4.16816424385437e-78	-0.522379612298996	0.816	0.96	1.38287185118356e-73	OPC-B
Tmem176b	5.66002257490385e-78	0.627353191405628	0.967	0.911	1.87782568967585e-73	OPC-A
Aldoa	7.70791699100952e-78	-0.570087736805921	0.875	0.963	2.55725562010723e-73	OPC-B
Eef2	2.77570873815747e-77	-0.451631622141151	0.912	0.974	9.20896888058503e-73	OPC-B
Nfix	3.49223398562842e-77	0.585837001575663	0.837	0.754	1.15861846941194e-72	OPC-A
Prc1	3.82865497501552e-77	-0.341374021579087	0.028	0.254	1.2702328610609e-72	OPC-B
Flnc	4.9006612449772e-77	-0.242098631682296	0.034	0.271	1.62589238124609e-72	OPC-B
Aprt	5.56905081191811e-77	-0.481194088104227	0.544	0.87	1.84764398787007e-72	OPC-B
Rpl18a	6.76507344664677e-77	-0.43947572981548	0.989	0.995	2.244448417394e-72	OPC-B
G0s2	6.78982465060386e-77	0.812734835636552	0.6	0.254	2.25266012433084e-72	OPC-A
Rgcc	9.39041463883781e-77	0.635509300875428	0.903	0.805	3.11545786472722e-72	OPC-A
Pde1a	1.1475035141234e-76	-0.457454218488606	0.195	0.546	3.80707240880719e-72	OPC-B
Ckb	1.59076751046469e-76	0.355737812598597	0.996	0.997	5.2776893694687e-72	OPC-A
Cyb5r3	2.71425364870419e-76	-0.349536624096761	0.224	0.616	9.00507933030589e-72	OPC-B
Arhgdia	4.56661069262669e-76	-0.429413755576955	0.729	0.941	1.51506442949276e-71	OPC-B
Slco3a1	7.23235362295958e-76	-0.48799104996937	0.182	0.517	2.3994779614893e-71	OPC-B
Slc6a1	7.32408662500604e-76	0.714011989007902	0.657	0.414	2.42991221957825e-71	OPC-A
Sec62	8.50518665416063e-76	0.483437579429308	0.922	0.902	2.82176577625087e-71	OPC-A
Crlf1	1.20941493838622e-75	-0.472176487994545	0.022	0.233	4.01247594108395e-71	OPC-B
Synpo	1.27052159108668e-75	-0.224061059136407	0.067	0.345	4.21520948274829e-71	OPC-B
Col18a1	2.15617949239024e-75	-0.31954724600192	0.119	0.443	7.15355670190309e-71	OPC-B
Bcl2l1	3.3359797325274e-75	-0.338704747064993	0.195	0.561	1.10677799586062e-70	OPC-B
Nav2	3.54381310253801e-75	-0.691168463018848	0.414	0.732	1.17573087302903e-70	OPC-B
Srm	4.2333431595623e-75	-0.486030765850952	0.359	0.715	1.40449626004798e-70	OPC-B
Fkbp1a	6.96855764837323e-75	-0.386530475158518	0.899	0.978	2.31195837100079e-70	OPC-B
Mt3	7.00734546430078e-75	-0.725653179744814	0.977	0.987	2.32482700469107e-70	OPC-B
Adarb1	1.87620559531174e-74	-0.409003193667163	0.159	0.487	6.22468730356577e-70	OPC-B
Tspan7	6.00130699756672e-74	0.591019943779839	0.825	0.759	1.99105362258271e-69	OPC-A
Timp4	7.29601769896069e-74	0.725579766447152	0.702	0.381	2.42059979198419e-69	OPC-A
Nr2c2ap	9.28003510702484e-74	-0.384786165862277	0.321	0.713	3.07883724745763e-69	OPC-B
Syt6	1.06239443818407e-73	-0.437325138696218	0.214	0.558	3.52470602756329e-69	OPC-B
Gpatch4	1.67042458260922e-73	-0.315718332607642	0.208	0.584	5.54196763772261e-69	OPC-B
Rprm	2.26347845512829e-73	0.634367088207403	0.673	0.365	7.50954247057913e-69	OPC-A
Ada	2.62393630472815e-73	-0.235469810930783	0.022	0.231	8.70543347819658e-69	OPC-B
Ly6h	7.61431005778128e-73	0.658390096454709	0.699	0.418	2.5261996478701e-68	OPC-A
Rangap1	1.22802529716532e-72	-0.39074653980138	0.227	0.598	4.07421952840538e-68	OPC-B
Rbms1	1.56093309389392e-72	-0.532845074532509	0.29	0.628	5.17870772561186e-68	OPC-B
Lypla2	1.94049348350453e-72	-0.425174370229701	0.363	0.759	6.43797523022299e-68	OPC-B
Plekhb1	7.06310612505867e-72	0.606842047312927	0.837	0.647	2.34332671911072e-67	OPC-A
Brinp3	7.19979774124243e-72	0.640181909623727	0.736	0.567	2.388676896612e-67	OPC-A
Fblim1	8.34101539916167e-72	-0.239959929895572	0.056	0.309	2.76729867897987e-67	OPC-B
Col6a1	8.70601281068408e-72	-0.290250471412845	0.013	0.201	2.88839387020066e-67	OPC-B
Cdo1	1.19626742642092e-71	0.628267235578541	0.721	0.47	3.96885644063669e-67	OPC-A
Fgf2	2.29814769928467e-71	-0.36436833208159	0.118	0.429	7.62456462191675e-67	OPC-B
Grin3a	3.02654519567343e-71	0.656547325310029	0.528	0.213	1.00411689956857e-66	OPC-A
Vcan	4.19038273043345e-71	0.68503065968126	0.878	0.786	1.39024327847591e-66	OPC-A
Tubb3	7.44592113475934e-71	-0.511860446774652	0.522	0.863	2.47033325487911e-66	OPC-B
Tmem255b	2.61833244517064e-70	0.683819763795617	0.453	0.108	8.68684155334262e-66	OPC-A
H3f3a	3.01582823171585e-70	0.382944549953104	0.978	0.976	1.00056133243637e-65	OPC-A
Serbp1	3.90348538191209e-70	-0.368583099337115	0.878	0.973	1.29505934515697e-65	OPC-B
Tcp1	4.24397222347321e-70	-0.411120139745447	0.606	0.899	1.40802266458171e-65	OPC-B
Lrrc59	5.52466355759523e-70	-0.350261724894523	0.272	0.647	1.83291762850337e-65	OPC-B
Zcchc24	6.34789914527228e-70	0.739705587897771	0.643	0.429	2.10604249942699e-65	OPC-A
Hspb1	7.50262903563164e-70	-0.754095431936279	0.321	0.683	2.48914723515151e-65	OPC-B
S100a6	8.39346669817967e-70	-0.570769011825968	0.668	0.912	2.78470044645507e-65	OPC-B
Rlbp1	8.85976524259041e-70	0.791845766073096	0.662	0.42	2.93940431453422e-65	OPC-A
Kctd4	1.75997058257281e-69	0.593702288632137	0.446	0.108	5.83905440180181e-65	OPC-A
Lims2	2.16442150273151e-69	0.874472030875564	0.663	0.363	7.18090121961234e-65	OPC-A
Dnm3	2.19855628837329e-69	0.641493052020918	0.671	0.473	7.29415019793606e-65	OPC-A
Cfap36	2.68879881364169e-69	-0.462742662081779	0.554	0.847	8.92062782401902e-65	OPC-B
Rps27	7.64230031949714e-69	-0.410780672480854	0.978	0.999	2.53548597699957e-64	OPC-B
Nsun2	9.34452439252468e-69	-0.323190749203343	0.248	0.617	3.10023285770791e-64	OPC-B
Ipo5	9.63565386888793e-69	-0.41750990576745	0.328	0.684	3.19682088408095e-64	OPC-B
Rpl36al	1.92643350823648e-68	-0.386565523461249	0.876	0.966	6.39132845027616e-64	OPC-B
Arpc2	4.11323627492837e-68	-0.370925818027042	0.822	0.959	1.36464839893299e-63	OPC-B
Gnl3	4.26811500911224e-68	-0.441327879303535	0.385	0.74	1.41603251657317e-63	OPC-B
Ntm	7.18215991692745e-68	0.700152121988144	0.667	0.427	2.38282519563902e-63	OPC-A
Me2	1.57251333526855e-67	-0.299538863242953	0.159	0.488	5.21712749242047e-63	OPC-B
Naca	2.63692320334813e-67	-0.295831641807569	0.957	0.983	8.74852011174808e-63	OPC-B
Arxes2	3.46367962827964e-67	0.63194342295317	0.67	0.428	1.14914499027434e-62	OPC-A
mt-Co3	3.8482265448158e-67	0.28141126713049	0.999	0.996	1.27672612077354e-62	OPC-A
B3gat2	4.60873893635872e-67	0.638210278160431	0.52	0.206	1.52904131691573e-62	OPC-A
Impdh2	5.71720119297019e-67	-0.423127032811205	0.47	0.821	1.89679583979172e-62	OPC-B
Grcc10	5.95942854980664e-67	0.748791959891251	0.68	0.548	1.97715960996935e-62	OPC-A
Odc1	6.49312549054541e-67	-0.595909305990907	0.458	0.777	2.15422424399825e-62	OPC-B
Kcnip3	6.63920637691127e-67	0.632398643841655	0.786	0.72	2.20268949966785e-62	OPC-A
Nnat	9.53806768827451e-67	0.531084436904727	0.892	0.845	3.16444471693883e-62	OPC-A
Ucn	1.04083981926789e-66	-1.43044502961957	0.046	0.268	3.45319426838507e-62	OPC-B
Csmd3	1.69528222228488e-66	0.604128351716055	0.511	0.209	5.62443782887454e-62	OPC-A
Mapkapk3	1.95601449553439e-66	-0.208455256084279	0.052	0.289	6.48946929183443e-62	OPC-B
Tns1	2.89123803432786e-66	-0.232406580468947	0.055	0.295	9.59226042648955e-62	OPC-B
Trmt61a	5.59850266843088e-66	-0.184256616842744	0.083	0.361	1.85741523030531e-61	OPC-B
Cttn	8.86969758604918e-66	-0.344720661501959	0.33	0.714	2.94269956812354e-61	OPC-B
Cfap20	9.31168613822707e-66	-0.260427825454441	0.177	0.518	3.08933811007959e-61	OPC-B
Alcam	1.91152804093715e-65	0.658965077506482	0.704	0.567	6.34187658141719e-61	OPC-A
Flna	2.67211403734249e-65	-0.263584184625112	0.165	0.49	8.86527274169118e-61	OPC-B
Glis3	4.58043231131976e-65	-0.171892267421267	0.037	0.25	1.51965002792656e-60	OPC-B
Laptm4a	7.65787216727419e-65	0.409992969578257	0.951	0.938	2.54065224893656e-60	OPC-A
Asrgl1	1.07593916224176e-64	0.571477219683592	0.794	0.688	3.5696433585695e-60	OPC-A
Pclaf	1.09280405347746e-64	-0.750147066320216	0.022	0.207	3.62559600822215e-60	OPC-B
Tgm1	1.2971526951029e-64	-0.478589329963484	0.042	0.258	4.30356349654288e-60	OPC-B
Caly	1.94012570540283e-64	0.592327360398835	0.418	0.101	6.43675505281495e-60	OPC-A
Cd200	5.39201871462304e-64	0.625192805519418	0.687	0.472	1.78891004895049e-59	OPC-A
Arid5b	1.32293728712933e-63	-0.333732823626111	0.188	0.518	4.38910903750897e-59	OPC-B
Slc14a1	2.11910184019032e-63	-0.495242123996266	0.216	0.55	7.03054417519943e-59	OPC-B
S100a1	3.40647543237647e-63	0.523866633181188	0.97	0.939	1.13016635419954e-58	OPC-A
Fam129b	4.39667256972338e-63	-0.186491254634567	0.054	0.289	1.45868405845713e-58	OPC-B
Kcnd2	8.17199962576019e-63	0.599713607677635	0.506	0.218	2.71122431583846e-58	OPC-A
Igfbp3	8.3098698668297e-63	-1.00936952829998	0.378	0.661	2.75696552571809e-58	OPC-B
Zfp593	1.21670369254623e-62	-0.232271644627566	0.157	0.485	4.03665784076061e-58	OPC-B
Gm2a	1.24196467428451e-62	0.646132255506217	0.709	0.564	4.12046619987372e-58	OPC-A
Ddx21	1.30452795725801e-62	-0.386641929721106	0.354	0.71	4.3280324037949e-58	OPC-B
Ldha	1.50889205602324e-62	-0.552642243059849	0.785	0.947	5.00605117426831e-58	OPC-B
Plpp4	1.79704228394687e-62	0.560999708878131	0.495	0.18	5.96204718545052e-58	OPC-A
Fosl2	2.70940728717193e-62	-0.222807393509585	0.105	0.388	8.98900055665032e-58	OPC-B
Tceal3	5.59387345327367e-62	0.564426619256777	0.721	0.568	1.85587939559261e-57	OPC-A
Zyx	5.67275566541281e-62	-0.290268907778485	0.209	0.546	1.88205014711401e-57	OPC-B
Fry	6.64867750423332e-62	0.582831745392722	0.581	0.316	2.20583173557949e-57	OPC-A
Aen	7.64875626794952e-62	-0.2926154169691	0.296	0.683	2.53762786701761e-57	OPC-B
S1pr3	7.76677167884606e-62	-0.325301182489153	0.031	0.229	2.57678183989076e-57	OPC-B
Zfp36l1	7.86538800646733e-62	0.746443208206833	0.644	0.418	2.60949977890567e-57	OPC-A
Spidr	8.13403932487465e-62	-0.45969062892803	0.171	0.474	2.69863022681366e-57	OPC-B
Dusp10	1.51971128277749e-61	-0.230089859536588	0.067	0.309	5.04194612287089e-57	OPC-B
Tafa1	1.52118339714622e-61	0.673271221891273	0.529	0.247	5.04683015671201e-57	OPC-A
Hnrnpa1	1.92907544487759e-61	-0.398573776473379	0.864	0.96	6.40009360347039e-57	OPC-B
Tmem59	4.30999342631e-61	0.416226273040081	0.909	0.912	1.42992651904687e-56	OPC-A
Aplp2	5.16538098872719e-61	0.546926957413141	0.785	0.718	1.71371845063002e-56	OPC-A
Traf4	5.92976068882525e-61	0.665992523739865	0.551	0.269	1.96731670373155e-56	OPC-A
Tecr	7.57749433686641e-61	0.42542750174166	0.936	0.914	2.51398529614217e-56	OPC-A
Actn1	1.58455482999528e-60	-0.207808598979767	0.062	0.3	5.25707755947534e-56	OPC-B
6330403K07Rik	1.67183448867726e-60	0.630608290932877	0.658	0.428	5.54664528308456e-56	OPC-A
Prmt1	1.70747680410752e-60	-0.380654220930913	0.672	0.916	5.66489579298753e-56	OPC-B
Runx1	2.5691965417048e-60	-0.207160310575855	0.033	0.231	8.523823366414e-56	OPC-B
Ntrk2	2.61686743075178e-60	0.487657535453425	0.832	0.805	8.68198107500518e-56	OPC-A
Fbl	6.20642782643809e-60	-0.369130507836567	0.508	0.849	2.05910655997736e-55	OPC-B
Hspg2	9.46560817044947e-60	-0.185947286034631	0.035	0.237	3.14040482271002e-55	OPC-B
Phactr3	1.80115241483417e-59	0.591199957788604	0.602	0.357	5.97568336669534e-55	OPC-A
Hmga1b	2.26986302959454e-59	-0.126244202441498	0.013	0.174	7.5307245732858e-55	OPC-B
Epha5	2.6849595216003e-59	0.611496078429475	0.454	0.157	8.9078902048133e-55	OPC-A
Gm10076	3.92491866101499e-59	-0.313343462625017	0.438	0.802	1.30217026416494e-54	OPC-B
Inf2	4.9761622342402e-59	-0.173674835784964	0.069	0.311	1.65094134445387e-54	OPC-B
Slc25a3	8.87022148914617e-59	-0.316703193145905	0.901	0.974	2.94287338345403e-54	OPC-B
Ret	9.82770862891772e-59	-0.445824057121784	0.108	0.369	3.26053889181603e-54	OPC-B
Aebp1	1.29020720972093e-58	-0.464237152112485	0.322	0.64	4.28052045969112e-54	OPC-B
Lhfp	1.38606392427184e-58	-0.220602318858236	0.07	0.308	4.59854428155667e-54	OPC-B
Pgs1	1.95209853171953e-58	-0.26722036425435	0.204	0.534	6.47647729868587e-54	OPC-B
Dusp5	2.15477027993644e-58	-0.181277240904418	0.06	0.289	7.14888135774514e-54	OPC-B
Plp1	2.27934581049387e-58	0.513964866568158	0.616	0.38	7.56218559547553e-54	OPC-A
Ednrb	2.40774788977616e-58	0.627760964605336	0.477	0.184	7.98818517391037e-54	OPC-A
Etv1	2.440283392245e-58	0.584067916524684	0.596	0.366	8.09612821045123e-54	OPC-A
Ankrd33b	3.3157142220049e-58	-0.200622818688257	0.037	0.235	1.10005450743457e-53	OPC-B
Akap12	6.94511535445029e-58	-0.588674834673451	0.289	0.593	2.30418092114597e-53	OPC-B
Malat1	8.14377602233067e-58	0.500829404410352	0.997	0.974	2.70186057092865e-53	OPC-A
Mllt11	9.82173152544332e-58	-0.359842324188983	0.299	0.637	3.25855586819633e-53	OPC-B
mt-Cytb	1.04127042521072e-57	0.287330155546102	1	0.994	3.45462288972159e-53	OPC-A
Il1r1	1.08813211999081e-57	-0.26784264791637	0.099	0.357	3.61009593449351e-53	OPC-B
Npm3	1.49253170777587e-57	-0.410946321670882	0.477	0.818	4.951772446888e-53	OPC-B
Cct2	1.91389863188312e-57	-0.379595451296408	0.654	0.897	6.34974149099864e-53	OPC-B
Rgs17	1.91648043350602e-57	-0.381854007124621	0.302	0.637	6.35830713424293e-53	OPC-B
Pcsk2	4.65721187631042e-57	0.578692441883136	0.521	0.249	1.54512318420351e-52	OPC-A
Gfra2	5.51758080433575e-57	-0.336436140752217	0.169	0.463	1.83056778345447e-52	OPC-B
1110008P14Rik	7.69516344123872e-57	-0.375585536753195	0.413	0.763	2.55302437489977e-52	OPC-B
Arhgap31	8.98463699511903e-57	0.564357794145174	0.736	0.621	2.98083301587064e-52	OPC-A
H3f3b	1.32520776290181e-56	-0.273021271197449	0.99	0.996	4.39664179497935e-52	OPC-B
Wdr89	1.41779556015441e-56	-0.360965006291555	0.287	0.652	4.70382032992429e-52	OPC-B
Kmt5a	1.62159010725193e-56	-0.361414947716487	0.241	0.55	5.37994949882973e-52	OPC-B
Hnrnpab	1.75875958446813e-56	-0.38624801423442	0.575	0.834	5.83503667338993e-52	OPC-B
Cdca3	1.91954183946972e-56	-0.602454490026545	0.026	0.202	6.36846396080869e-52	OPC-B
Tubb2b	2.41573587893876e-56	-0.441297335829341	0.822	0.952	8.01468692555511e-52	OPC-B
Dscam	3.30659587500474e-56	0.579094089830373	0.528	0.274	1.09702931345032e-51	OPC-A
Ebna1bp2	3.61048460942171e-56	-0.362787299158218	0.508	0.829	1.19785047886784e-51	OPC-B
Dctpp1	4.45507313554682e-56	-0.347737228744276	0.259	0.602	1.47805961418037e-51	OPC-B
Arl2bp	1.01301821827057e-55	0.544945686917424	0.833	0.816	3.36089054275627e-51	OPC-A
Ypel3	1.67880123780566e-55	0.576084499554145	0.57	0.314	5.56975886666782e-51	OPC-A
Bach1	1.95319948566586e-55	-0.414906105773586	0.255	0.555	6.48012993359363e-51	OPC-B
Lrrfip1	2.0652780717864e-55	-0.486283706581432	0.454	0.745	6.85197305876572e-51	OPC-B
Susd5	2.40351100227274e-55	0.57276110723129	0.524	0.264	7.97412845224027e-51	OPC-A
Prnp	3.1167110672026e-55	0.458633934841771	0.852	0.822	1.03403123076581e-50	OPC-A
Atxn7l3b	5.43903306806153e-55	0.39708719645346	0.907	0.912	1.80450800099077e-50	OPC-A
C1ql3	7.96775283755566e-55	0.577618792482625	0.505	0.228	2.64346135891584e-50	OPC-A
Crh	8.42352675592859e-55	-0.70383198367435	0.017	0.175	2.79467347181443e-50	OPC-B
Hspa8	9.17960512691019e-55	-0.282983384448245	0.987	0.996	3.04551759295499e-50	OPC-B
Mfsd2a	9.43727648329961e-55	0.63693663663198	0.533	0.276	3.13100521886431e-50	OPC-A
Ifrd1	1.15457441182707e-54	-0.448760747636055	0.436	0.728	3.83053152611866e-50	OPC-B
Mrto4	2.08471800628199e-54	-0.36305285367468	0.434	0.765	6.91646892944177e-50	OPC-B
Dpp6	3.3692778805332e-54	0.593878563154501	0.502	0.249	1.1178253224245e-49	OPC-A
Tril	3.80540161846026e-54	0.569414868014285	0.627	0.41	1.26251809495656e-49	OPC-A
Tbcc	4.00785606022537e-54	-0.37375790965966	0.29	0.612	1.32968640510097e-49	OPC-B
Itga9	4.51579309687695e-54	0.624459118931064	0.471	0.213	1.49820467575087e-49	OPC-A
Mmp16	5.12104085284536e-54	0.561517757543645	0.712	0.591	1.69900772374851e-49	OPC-A
Cenpa	5.22035033623985e-54	-0.692696649720491	0.028	0.201	1.73195563105429e-49	OPC-B
Chpt1	5.23677781913117e-54	0.652461997922842	0.609	0.432	1.73740577705315e-49	OPC-A
Cldn10	6.16837319001247e-54	0.4569350243287	0.308	0.036	2.04648117325044e-49	OPC-A
Eif6	8.49083525963771e-54	-0.352533353302781	0.534	0.845	2.81700441409e-49	OPC-B
Llph	1.32901690772284e-53	-0.34668664965387	0.489	0.835	4.40927939475206e-49	OPC-B
Lrp1	1.40303102421618e-53	0.481762544391474	0.826	0.791	4.654836029042e-49	OPC-A
Plp2	1.49257460622819e-53	-0.182863786997171	0.031	0.211	4.95191477108328e-49	OPC-B
Capn2	2.67504555859433e-53	-0.324915169099409	0.292	0.61	8.87499864974842e-49	OPC-B
Edil3	2.95757732738109e-53	0.61686847744666	0.542	0.317	9.81235429905225e-49	OPC-A
Coro1c	3.02951117744865e-53	-0.220815075686844	0.257	0.604	1.00510092334214e-48	OPC-B
Gdnf	4.85253905264205e-53	-0.184871651947579	0.022	0.186	1.60992688149505e-48	OPC-B
Pcdh17	8.61496122568636e-53	0.539511248139419	0.732	0.669	2.85818568584596e-48	OPC-A
Fads3	9.42646853738672e-53	-0.14652581556002	0.049	0.253	3.12741946664879e-48	OPC-B
Cdca8	1.03811066107792e-52	-0.459582206074779	0.014	0.16	3.44413974025822e-48	OPC-B
Nop9	1.18937456782743e-52	-0.235385114993044	0.142	0.416	3.94598800368107e-48	OPC-B
Dok4	1.40996007292204e-52	-0.139381622613363	0.044	0.24	4.67782453393345e-48	OPC-B
Cct7	1.69966980764957e-52	-0.341409812209315	0.729	0.933	5.63899452083898e-48	OPC-B
Adamts9	1.74651940472686e-52	-0.321430388833683	0.13	0.392	5.79442742906232e-48	OPC-B
Mif4gd	2.38045464036076e-52	0.652018911308968	0.547	0.277	7.89763436032488e-48	OPC-A
Cda	2.64734970543446e-52	-0.282379011478114	0.03	0.204	8.78311211771991e-48	OPC-B
Shisal1	2.93450394576444e-52	0.543371438528654	0.434	0.155	9.73580374086269e-48	OPC-A
Itgb8	2.93763876755323e-52	0.573360229833135	0.642	0.486	9.74620413911136e-48	OPC-A
Sh3pxd2a	3.79392688883648e-52	-0.160843450810468	0.047	0.245	1.25871112390928e-47	OPC-B
Sox6	3.84846541030561e-52	0.587130422083327	0.64	0.464	1.27680536917709e-47	OPC-A
Naa50	4.97676199868617e-52	-0.329590979155465	0.458	0.782	1.65114032830411e-47	OPC-B
Atp5g1	7.03239924205517e-52	-0.339454748093176	0.881	0.97	2.33313909653664e-47	OPC-B
Inafm2	7.30721873493015e-52	-0.310936882495221	0.164	0.429	2.42431595968778e-47	OPC-B
Septin7	8.72683315829885e-52	0.368258876422408	0.946	0.954	2.89530143692881e-47	OPC-A
Stk40	9.04326630902902e-52	-0.255335272297976	0.142	0.407	3.00028446334656e-47	OPC-B
Mthfd2	1.30716847324119e-51	-0.208981859310675	0.116	0.378	4.33679284367229e-47	OPC-B
Ppia	1.72024459873507e-51	-0.230485872042191	0.995	0.999	5.70725550522334e-47	OPC-B
Rasl10a	1.91003758872248e-51	-0.150689682678379	0	0.111	6.33693170810456e-47	OPC-B
Eif2s2	2.76822968137394e-51	-0.340309788196632	0.861	0.973	9.18415561389433e-47	OPC-B
Ccnb2	3.43185626997083e-51	-0.492023055957869	0.02	0.175	1.13858695468822e-46	OPC-B
Sdc1	3.53389432818044e-51	-0.181939456727798	0.029	0.201	1.17244012126042e-46	OPC-B
Vasp	4.41588290760683e-51	-0.235894905713745	0.219	0.544	1.46505747225672e-46	OPC-B
Xist	5.16815849183024e-51	0.398056618665003	0.954	0.91	1.71463994283452e-46	OPC-A
Faim2	1.12088877375338e-50	0.55321048937383	0.468	0.198	3.71877268468159e-46	OPC-A
Cmtm5	1.26264012096689e-50	0.565594775794086	0.537	0.286	4.18906112933185e-46	OPC-A
Prelid1	1.46721081408176e-50	-0.328772799602988	0.46	0.8	4.86776531787905e-46	OPC-B
Serinc2	1.73108007303827e-50	-0.138726359515313	0.019	0.171	5.74320435831905e-46	OPC-B
Iqgap1	1.94448011182354e-50	-0.283683104728731	0.259	0.585	6.45120166699696e-46	OPC-B
Opn3	2.08747570185522e-50	-0.135378114807229	0.013	0.155	6.92561813604505e-46	OPC-B
Mvp	2.3312858104945e-50	-0.177136466420221	0.079	0.308	7.73450693347761e-46	OPC-B
Cavin3	2.42719227256452e-50	-0.465328232703908	0.487	0.774	8.05269580268731e-46	OPC-B
Arl6ip1	2.46615380976308e-50	0.347388273325393	0.932	0.89	8.18195849465096e-46	OPC-A
Ubl4a	2.96902237756042e-50	-0.213731328153904	0.241	0.579	9.85032554203219e-46	OPC-B
Meox1	3.34133278308921e-50	0.586838044935282	0.504	0.256	1.10855397744551e-45	OPC-A
Card19	3.80410956601149e-50	-0.2050952673166	0.147	0.429	1.26208943071563e-45	OPC-B
Ncam1	4.07093430531508e-50	0.439015031794919	0.836	0.82	1.35061387447439e-45	OPC-A
Birc5	4.07501811263724e-50	-0.614657199889533	0.033	0.202	1.35196875922966e-45	OPC-B
Dock7	4.85526813154579e-50	-0.156928776803148	0.078	0.305	1.61083230800295e-45	OPC-B
Son	7.01160042656477e-50	0.371077696708322	0.93	0.905	2.32623867352139e-45	OPC-A
Cks1b	9.56092476893784e-50	-0.393768401528722	0.066	0.273	3.17202801059051e-45	OPC-B
AW047730	1.22141296790149e-49	0.402586635119949	0.315	0.054	4.05228180360677e-45	OPC-A
Sapcd2	1.45510792826268e-49	0.534912195512697	0.394	0.113	4.82761157359709e-45	OPC-A
Gm11808	1.66538989510966e-49	-0.278258333754656	0.307	0.655	5.52526405500533e-45	OPC-B
Nek6	1.98541579276969e-49	-0.278847591909371	0.266	0.593	6.58701397567199e-45	OPC-B
