"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","ensembl"
"425",1.97315969141261e-250,0.340048198014435,0.953,0.803,6.54635190819961e-246,"DAM-B","Cox7a2",0.15,"ENSMUSG00000032330"
"426",4.91962182736649e-250,0.41092725325554,0.854,0.562,1.63218293366538e-245,"DAM-B","Ndufab1",0.292,"ENSMUSG00000030869"
"427",5.11382960539254e-249,0.357035744454944,0.804,0.493,1.69661524818108e-244,"DAM-B","Sf3b5",0.311,"ENSMUSG00000078348"
"428",2.86756038874156e-248,0.25264423716613,1,0.997,9.51370510172786e-244,"DAM-B","Rps8",0.003,"ENSMUSG00000047675"
"429",4.63684682575653e-248,0.381259918052683,0.891,0.638,1.53836667138125e-243,"DAM-B","Snrpd2",0.253,"ENSMUSG00000040824"
"430",1.21737732599312e-246,0.383714782191913,0.928,0.708,4.03889275444738e-242,"DAM-B","Eno1",0.22,"ENSMUSG00000063524"
"431",1.39468117868968e-246,0.414175264818136,0.976,0.879,4.62713374653877e-242,"DAM-B","Eef1g",0.097,"ENSMUSG00000071644"
"432",1.48608777791794e-246,0.350848330584114,0.68,0.36,4.93039342079834e-242,"DAM-B","Anp32e",0.32,"ENSMUSG00000015749"
"433",3.26426379415516e-245,0.275882575485092,0.536,0.235,1.08298479898686e-240,"DAM-B","Nudcd2",0.301,"ENSMUSG00000020328"
"434",1.43298805608673e-243,0.251673869841771,0.509,0.215,4.75422447367894e-239,"DAM-B","Nudt5",0.294,"ENSMUSG00000025817"
"435",2.35099371508917e-243,0.372054155925066,0.792,0.476,7.79989184855133e-239,"DAM-B","Polr2f",0.316,"ENSMUSG00000033020"
"436",4.04517663651443e-243,0.390479109536557,0.695,0.376,1.34206825269639e-238,"DAM-B","Npm3",0.319,"ENSMUSG00000056209"
"437",1.29076659995753e-242,0.303669827154561,0.623,0.301,4.28237634867908e-238,"DAM-B","Fam111a",0.322,"ENSMUSG00000024691"
"438",6.2300875107962e-240,0.395491331111679,0.893,0.66,2.06695613345685e-235,"DAM-B","Snrpf",0.233,"ENSMUSG00000020018"
"439",1.57298475366551e-239,0.321753055347168,0.969,0.855,5.21869151723605e-235,"DAM-B","Hnrnpf",0.114,"ENSMUSG00000042079"
"440",3.62816217093678e-239,0.428739870347176,0.704,0.393,1.20371536345169e-234,"DAM-B","Cbx3",0.311,"ENSMUSG00000029836"
"441",2.58688821915526e-234,0.335285188163898,0.687,0.36,8.58251904469141e-230,"DAM-B","Fkbp3",0.327,"ENSMUSG00000020949"
"442",6.95167710222821e-234,0.325611210441275,0.96,0.827,2.30635791220625e-229,"DAM-B","Elob",0.133,"ENSMUSG00000055839"
"443",1.95828424097967e-233,0.320789157316008,0.681,0.359,6.49699962629825e-229,"DAM-B","Pfdn6",0.322,"ENSMUSG00000024309"
"444",6.71544702968095e-233,0.388641750240442,0.939,0.73,2.22798386103725e-228,"DAM-B","Cox7b",0.209,"ENSMUSG00000031231"
"445",7.06593288709638e-232,0.391287270538799,0.827,0.533,2.34426455395197e-227,"DAM-B","Hnrnpab",0.294,"ENSMUSG00000020358"
"446",3.81999775988362e-230,0.350048385430748,0.883,0.621,1.26736065679659e-225,"DAM-B","Tpi1",0.262,"ENSMUSG00000023456"
"447",6.36720092584587e-230,0.285957145048962,0.589,0.286,2.11244625116789e-225,"DAM-B","Cisd1",0.303,"ENSMUSG00000037710"
"448",3.8941730772737e-228,0.317041987287124,0.983,0.907,1.2919698018471e-223,"DAM-B","Prdx1",0.076,"ENSMUSG00000028691"
"449",1.87769158233291e-226,0.556757668876056,0.6,0.317,6.22961736270588e-222,"DAM-B","Fn1",0.283,"ENSMUSG00000026193"
"450",3.47454747427208e-225,0.323081335114568,0.523,0.24,1.15275061553925e-220,"DAM-B","Lyar",0.283,"ENSMUSG00000067367"
"451",4.10474501119773e-223,0.342311354497582,0.948,0.797,1.36183125236507e-218,"DAM-B","Cox5b",0.151,"ENSMUSG00000061518"
"452",5.57750114450485e-222,0.361969852966163,0.936,0.727,1.85044755471237e-217,"DAM-B","Psma7",0.209,"ENSMUSG00000027566"
"453",6.49051746152537e-222,0.587313173552665,0.918,0.716,2.15335897821027e-217,"DAM-B","Ybx1",0.202,"ENSMUSG00000028639"
"454",3.94156854205919e-221,0.302324449179201,0.656,0.35,1.30769419519898e-216,"DAM-B","Hpf1",0.306,"ENSMUSG00000038005"
"455",6.58810619128321e-218,0.35894841070187,0.781,0.487,2.18573599108203e-213,"DAM-B","Mrpl20",0.294,"ENSMUSG00000029066"
"456",6.16395514503151e-217,0.345136418033348,0.891,0.655,2.0450153984671e-212,"DAM-B","Pgam1",0.236,"ENSMUSG00000011752"
"457",2.62006365148605e-215,0.267038499566239,0.595,0.295,8.69258517653526e-211,"DAM-B","Ssna1",0.3,"ENSMUSG00000026966"
"458",4.47615626644128e-215,0.33351858668728,0.907,0.701,1.48505436451722e-210,"DAM-B","Krtcap2",0.206,"ENSMUSG00000042747"
"459",1.01585152761127e-213,0.511916709035492,0.753,0.478,3.3702906131559e-209,"DAM-B","Erh",0.275,"ENSMUSG00000021131"
"460",1.03285512954169e-213,0.292997086321326,0.669,0.365,3.42670346328046e-209,"DAM-B","Anapc5",0.304,"ENSMUSG00000029472"
"461",3.29787019604241e-213,0.322579402410247,0.941,0.767,1.09413439494099e-208,"DAM-B","Atp5pb",0.174,"ENSMUSG00000000563"
"462",1.32620699165251e-212,0.315763916808076,0.768,0.456,4.39995693620552e-208,"DAM-B","Rexo2",0.312,"ENSMUSG00000032026"
"463",5.12157079144996e-211,0.313460313717316,0.756,0.457,1.69918354147935e-206,"DAM-B","Stub1",0.299,"ENSMUSG00000039615"
"464",5.67677271417225e-211,0.250577183592513,0.528,0.241,1.88338288338093e-206,"DAM-B","Ak6",0.287,"ENSMUSG00000078941"
"465",6.88294244006943e-211,0.261730578487096,0.509,0.231,2.28355381334183e-206,"DAM-B","Mthfd2",0.278,"ENSMUSG00000005667"
"466",6.3355751974316e-210,0.353147060013238,0.674,0.37,2.10195378325188e-205,"DAM-B","Hdgf",0.304,"ENSMUSG00000004897"
"467",1.92435730644535e-209,0.360556894309705,0.781,0.474,6.38444023559375e-205,"DAM-B","Snrpd3",0.307,"ENSMUSG00000020180"
"468",2.41515030365471e-208,0.584773314462179,0.5,0.262,8.01274416243522e-204,"DAM-B","H2az2",0.238,"ENSMUSG00000041126"
"469",7.04965542212668e-207,0.31398045476435,0.711,0.41,2.33886417939897e-202,"DAM-B","Rnaseh2c",0.301,"ENSMUSG00000024925"
"470",3.58291522343122e-206,0.333779318409287,0.951,0.803,1.18870378367777e-201,"DAM-B","Uqcr11",0.148,"ENSMUSG00000020163"
"471",3.95557944693029e-206,0.276008862455999,0.611,0.309,1.31234259310806e-201,"DAM-B","Fam162a",0.302,"ENSMUSG00000003955"
"472",4.37653661911853e-204,0.262790038296954,0.236,0.066,1.45200355412495e-199,"DAM-B","Cdkn2c",0.17,"ENSMUSG00000028551"
"473",7.40095911471188e-204,0.362271592786675,0.853,0.59,2.45541620548796e-199,"DAM-B","Phb2",0.263,"ENSMUSG00000004264"
"474",6.39051482206922e-203,0.28338588351568,0.683,0.377,2.12018110251791e-198,"DAM-B","Pin1",0.306,"ENSMUSG00000032171"
"475",3.55792009376266e-202,0.327278027795016,0.823,0.543,1.18041114950764e-197,"DAM-B","Tcp1",0.28,"ENSMUSG00000068039"
"476",5.69699236470444e-202,0.432707960682652,0.525,0.266,1.89009115683799e-197,"DAM-B","Srm",0.259,"ENSMUSG00000006442"
"477",8.38703096817618e-202,0.340190356651092,0.541,0.268,2.78256526431181e-197,"DAM-B","Alyref",0.273,"ENSMUSG00000025134"
"478",1.29096660097975e-201,0.262197746473501,0.578,0.287,4.28303989207051e-197,"DAM-B","Paics",0.291,"ENSMUSG00000029247"
"479",3.07335805587966e-201,0.3423719412249,0.782,0.495,1.01964800219919e-196,"DAM-B","Cyc1",0.287,"ENSMUSG00000022551"
"480",2.65382303748831e-199,0.381341239080004,0.7,0.41,8.80458869147495e-195,"DAM-B","Cacybp",0.29,"ENSMUSG00000014226"
"481",2.37820865757937e-198,0.340608214793814,0.866,0.622,7.89018286325108e-194,"DAM-B","Atp5g3",0.244,"ENSMUSG00000018770"
"482",3.61350697168005e-198,0.378902972595614,0.883,0.626,1.19885320799429e-193,"DAM-B","Snu13",0.257,"ENSMUSG00000063480"
"483",3.62768242635441e-198,0.362188499274194,0.734,0.43,1.2035561985916e-193,"DAM-B","Prmt1",0.304,"ENSMUSG00000109324"
"484",5.01558436539488e-197,0.327539180361973,0.927,0.747,1.66402042490706e-192,"DAM-B","Micos10",0.18,"ENSMUSG00000050608"
"485",8.47676559257228e-197,0.328352526187435,0.931,0.729,2.81233652064771e-192,"DAM-B","Hnrnpa3",0.202,"ENSMUSG00000059005"
"486",7.48086844940885e-196,0.318765845290596,0.806,0.516,2.48192772546038e-191,"DAM-B","U2af1",0.29,"ENSMUSG00000061613"
"487",8.23989472074511e-196,0.320205533864083,0.852,0.584,2.73374987150161e-191,"DAM-B","Ndufc1",0.268,"ENSMUSG00000037152"
"488",1.74131230246292e-195,0.467927623478497,0.988,0.925,5.77715182588122e-191,"DAM-B","Npm1",0.0629999999999999,"ENSMUSG00000057113"
"489",2.35841680431013e-195,0.296149698905542,0.742,0.436,7.82451943165971e-191,"DAM-B","Chchd1",0.306,"ENSMUSG00000063787"
"490",3.10557536825843e-195,0.274025989135705,0.349,0.136,1.0303367399271e-190,"DAM-B","Plp2",0.213,"ENSMUSG00000031146"
"491",5.071800841775e-194,0.261538911529941,0.658,0.358,1.68267136527569e-189,"DAM-B","Mrpl28",0.3,"ENSMUSG00000024181"
"492",1.13325500513095e-193,0.296383951782157,0.472,0.218,3.75980013052296e-189,"DAM-B","Ppa1",0.254,"ENSMUSG00000020089"
"493",3.81975162825629e-193,0.295664812162807,0.956,0.844,1.26727899770659e-188,"DAM-B","Atp5j2",0.112,"ENSMUSG00000038690"
"494",1.0745994049794e-191,0.2566650779456,0.999,0.99,3.56519844590014e-187,"DAM-B","Rpl14",0.00900000000000001,"ENSMUSG00000025794"
"495",3.40357053225509e-190,0.330476170028515,0.963,0.863,1.12920259548627e-185,"DAM-B","Pycard",0.1,"ENSMUSG00000030793"
"496",4.46277047118982e-190,0.285954061069987,0.643,0.348,1.48061335922665e-185,"DAM-B","Eif1ax",0.295,"ENSMUSG00000067194"
"497",1.37937705117842e-189,0.274173749014523,0.666,0.368,4.57635924269464e-185,"DAM-B","Mrpl57",0.298,"ENSMUSG00000021967"
"498",3.67336118590072e-189,0.293396827025177,0.963,0.843,1.21871104064628e-184,"DAM-B","Atp5h",0.12,"ENSMUSG00000034566"
"499",9.88989669669749e-188,0.269790525711633,0.982,0.908,3.28117102706332e-183,"DAM-B","Calm1",0.074,"ENSMUSG00000001175"
"500",9.35484426351635e-187,0.337047605009917,0.72,0.421,3.10365668130682e-182,"DAM-B","Eif2s1",0.299,"ENSMUSG00000021116"
"501",5.42917499432693e-186,0.311216096074229,0.879,0.635,1.80123738786784e-181,"DAM-B","Eloc",0.244,"ENSMUSG00000079658"
"502",3.06795199670735e-185,0.319554028206178,0.724,0.446,1.0178544339476e-180,"DAM-B","Bub3",0.278,"ENSMUSG00000066979"
"503",2.07399147370413e-184,0.26133859733869,0.663,0.363,6.88088151230819e-180,"DAM-B","Eny2",0.3,"ENSMUSG00000022338"
"504",1.24155255554256e-182,0.304849890917994,0.772,0.482,4.11909891352356e-178,"DAM-B","Ndufa5",0.29,"ENSMUSG00000023089"
"505",5.55401228888164e-182,0.316704608270002,0.442,0.211,1.84265465708226e-177,"DAM-B","Cdkn2d",0.231,"ENSMUSG00000096472"
"506",2.27373887299847e-181,0.356772429420181,0.852,0.608,7.54358345894703e-177,"DAM-B","Aprt",0.244,"ENSMUSG00000006589"
"507",3.0285683271623e-181,0.307328471758317,0.901,0.695,1.00478811390264e-176,"DAM-B","Ndufb8",0.206,"ENSMUSG00000025204"
"508",4.11491245375325e-181,0.262707993547852,0.631,0.34,1.36520450478172e-176,"DAM-B","Ubl4a",0.291,"ENSMUSG00000015290"
"509",4.71079157250981e-181,0.259041356743101,0.468,0.22,1.56289932001158e-176,"DAM-B","Rad21",0.248,"ENSMUSG00000022314"
"510",5.13407523791965e-181,0.331585685163367,0.807,0.521,1.7033321416846e-176,"DAM-B","Ptges3",0.286,"ENSMUSG00000071072"
"511",1.38753474594471e-180,0.351804167382377,0.698,0.417,4.60342402662075e-176,"DAM-B","Tomm5",0.281,"ENSMUSG00000078713"
"512",1.56974702790835e-180,0.30137109546434,0.738,0.448,5.20794971449154e-176,"DAM-B","Dnajc19",0.29,"ENSMUSG00000027679"
"513",7.57466808855442e-179,0.301537496105506,0.87,0.644,2.5130476317397e-174,"DAM-B","Tmem14c",0.226,"ENSMUSG00000021361"
"514",1.326649826116e-177,0.296140075176526,0.939,0.778,4.40142612810505e-173,"DAM-B","Nedd8",0.161,"ENSMUSG00000010376"
"515",1.91562601326443e-177,0.304114452816957,0.815,0.561,6.3554724242074e-173,"DAM-B","Cenpx",0.254,"ENSMUSG00000025144"
"516",2.0138425552747e-177,0.256026749403977,0.655,0.364,6.68132544563489e-173,"DAM-B","Phf5a",0.291,"ENSMUSG00000061360"
"517",1.57402875888598e-176,0.331066843530542,0.573,0.304,5.22215521335601e-172,"DAM-B","Tomm40",0.269,"ENSMUSG00000002984"
"518",6.37476826093656e-176,0.297044555549782,0.886,0.656,2.11495686593092e-171,"DAM-B","Swi5",0.23,"ENSMUSG00000044627"
"519",1.84363314772352e-175,0.303159568123477,0.84,0.575,6.11662169420234e-171,"DAM-B","Uqcc2",0.265,"ENSMUSG00000024208"
"520",2.06646901298855e-175,0.31044045084599,0.855,0.622,6.85592424439211e-171,"DAM-B","Ap2s1",0.233,"ENSMUSG00000008036"
"521",1.1919909065948e-174,0.313988484881784,0.649,0.373,3.95466823080956e-170,"DAM-B","Npl",0.276,"ENSMUSG00000042684"
"522",1.2932109444137e-174,0.279776266370052,0.694,0.408,4.29048595028134e-170,"DAM-B","Pole4",0.286,"ENSMUSG00000030042"
"523",1.03267749220623e-173,0.300440132405782,0.895,0.674,3.42611411589262e-169,"DAM-B","Psmb2",0.221,"ENSMUSG00000028837"
"524",1.0471176732953e-173,0.265230581884266,0.972,0.877,3.47402230469182e-169,"DAM-B","Cox6c",0.095,"ENSMUSG00000014313"
"525",2.41089828123461e-172,0.303193927638102,0.924,0.732,7.99863722765208e-168,"DAM-B","Park7",0.192,"ENSMUSG00000028964"
"526",2.84275171574064e-172,0.322707880087273,0.94,0.76,9.43139736731272e-168,"DAM-B","Hnrnpa1",0.18,"ENSMUSG00000046434"
"527",9.36878967968287e-172,0.448734040060624,0.765,0.497,3.10828335202839e-167,"DAM-B","Hspd1",0.268,"ENSMUSG00000025980"
"528",1.07095753545092e-171,0.331272283536999,0.641,0.353,3.55311581536552e-167,"DAM-B","Nop56",0.288,"ENSMUSG00000027405"
"529",1.26993796949227e-171,0.289442444750844,0.778,0.479,4.21327320138451e-167,"DAM-B","Srsf7",0.299,"ENSMUSG00000024097"
"530",1.97661551431806e-171,0.331774359094328,0.806,0.537,6.55781729185302e-167,"DAM-B","Cct7",0.269,"ENSMUSG00000030007"
"531",3.7506315821331e-171,0.336302875887823,0.577,0.305,1.2443470400043e-166,"DAM-B","Nop58",0.272,"ENSMUSG00000026020"
"532",4.13575101448643e-171,0.321543488600881,0.637,0.362,1.37211811407616e-166,"DAM-B","Fkbp4",0.275,"ENSMUSG00000030357"
"533",5.07059418662562e-171,0.266673054815335,0.615,0.336,1.68227103329678e-166,"DAM-B","Apex1",0.279,"ENSMUSG00000035960"
"534",1.12728184469247e-169,0.281232487271765,0.594,0.32,3.73998297613622e-165,"DAM-B","Mrpl15",0.274,"ENSMUSG00000033845"
"535",1.2795250132445e-169,0.284161006116684,0.989,0.939,4.24508013644129e-165,"DAM-B","Rack1",0.05,"ENSMUSG00000020372"
"536",2.16936584001701e-169,0.336754490019148,0.856,0.659,7.19730504742442e-165,"DAM-B","Jpt1",0.197,"ENSMUSG00000020737"
"537",5.90428682314776e-169,0.34793188230824,0.916,0.747,1.95886523931573e-164,"DAM-B","Dbi",0.169,"ENSMUSG00000026385"
"538",6.28860248447939e-169,0.317780528185242,0.847,0.624,2.08636964627573e-164,"DAM-B","Prelid1",0.223,"ENSMUSG00000021486"
"539",1.26954378690415e-167,0.356204796110144,0.656,0.396,4.2119654218119e-163,"DAM-B","Tuba1c",0.26,"ENSMUSG00000043091"
"540",2.71031170140733e-166,0.289805806538461,0.912,0.74,8.99200113175909e-162,"DAM-B","Smdt1",0.172,"ENSMUSG00000022452"
"541",5.04485045457368e-166,0.257452221744241,0.978,0.894,1.67373003531391e-161,"DAM-B","Cox6b1",0.084,"ENSMUSG00000036751"
"542",1.13357209419047e-165,0.293017452633202,0.875,0.647,3.76085213689574e-161,"DAM-B","Ndufs5",0.228,"ENSMUSG00000028648"
"543",1.22448934756686e-165,0.268186344889066,0.968,0.861,4.06248830842258e-161,"DAM-B","Sem1",0.107,"ENSMUSG00000042541"
"544",1.16524866145873e-164,0.265894605869763,0.948,0.86,3.86594548412162e-160,"DAM-B","Cox6a1",0.088,"ENSMUSG00000041697"
"545",1.60399531110978e-163,0.308070407387113,0.611,0.338,5.32157524366893e-159,"DAM-B","Ebna1bp2",0.273,"ENSMUSG00000028729"
"546",1.67455690256713e-162,0.290318672159917,0.561,0.3,5.55567743564697e-158,"DAM-B","Eef1e1",0.261,"ENSMUSG00000001707"
"547",2.77688321739821e-162,0.286854832009912,0.441,0.212,9.21286545036204e-158,"DAM-B","Atic",0.229,"ENSMUSG00000026192"
"548",1.89396409146751e-161,0.277408118591776,0.74,0.451,6.28360466626175e-157,"DAM-B","Cops6",0.289,"ENSMUSG00000019494"
"549",3.22672803571293e-161,0.294398462786454,0.742,0.462,1.07053156040848e-156,"DAM-B","Ndufb6",0.28,"ENSMUSG00000071014"
"550",6.47761053869266e-161,0.294558845139475,0.902,0.672,2.14907684842206e-156,"DAM-B","Srsf3",0.23,"ENSMUSG00000071172"
"551",9.28853869719134e-161,0.29701984027227,0.748,0.467,3.08165848356717e-156,"DAM-B","Snx2",0.281,"ENSMUSG00000034484"
"552",2.61137103680268e-159,0.252423816480245,0.742,0.45,8.66374568880026e-155,"DAM-B","Tsn",0.292,"ENSMUSG00000026374"
"553",2.84838607883593e-159,0.321012235390658,0.845,0.641,9.45009049375396e-155,"DAM-B","Fkbp2",0.204,"ENSMUSG00000056629"
"554",8.76439996973482e-159,0.293507113010931,0.84,0.575,2.90776497795892e-154,"DAM-B","Psma4",0.265,"ENSMUSG00000032301"
"555",9.55584547373812e-159,0.271164656224472,0.937,0.805,3.1703428528221e-154,"DAM-B","Tma7",0.132,"ENSMUSG00000091537"
"556",2.60718753056885e-156,0.278179039116417,0.837,0.578,8.64986607016827e-152,"DAM-B","Mydgf",0.259,"ENSMUSG00000019579"
"557",8.19262305950886e-155,0.250873657263058,0.605,0.333,2.71806655245326e-150,"DAM-B","Lsm7",0.272,"ENSMUSG00000035215"
"558",1.04389004741801e-154,0.298572638757363,0.849,0.611,3.46331401031873e-150,"DAM-B","Fkbp1a",0.238,"ENSMUSG00000032966"
"559",3.37182625137789e-154,0.269287092404618,0.76,0.483,1.11867079541964e-149,"DAM-B","Vdac3",0.277,"ENSMUSG00000008892"
"560",4.44030755380739e-153,0.31519883979994,0.813,0.58,1.47316083712668e-148,"DAM-B","Calm3",0.233,"ENSMUSG00000019370"
"561",4.69158158890572e-153,0.260018756849682,0.729,0.45,1.55652602375125e-148,"DAM-B","Sumo3",0.279,"ENSMUSG00000020265"
"562",2.02079452392307e-152,0.27607469629666,0.878,0.66,6.70438999201958e-148,"DAM-B","Hprt",0.218,"ENSMUSG00000025630"
"563",2.8393056555857e-152,0.341351893835953,0.854,0.626,9.41996437353666e-148,"DAM-B","Gatm",0.228,"ENSMUSG00000027199"
"564",1.63479162226285e-151,0.255320043815591,0.996,0.966,5.42374816518146e-147,"DAM-B","Rpl12",0.03,"ENSMUSG00000038900"
"565",7.9549682089252e-151,0.273539640265152,0.683,0.414,2.63921980267511e-146,"DAM-B","Ahsa1",0.269,"ENSMUSG00000021037"
"566",3.64931901766431e-150,0.323121003259726,0.82,0.559,1.21073457049049e-145,"DAM-B","Pdcd5",0.261,"ENSMUSG00000030417"
"567",8.34585490050603e-149,0.280633948036118,0.874,0.648,2.76890428034089e-144,"DAM-B","Ndufb7",0.226,"ENSMUSG00000033938"
"568",1.25111951232088e-148,0.299333010817318,0.861,0.624,4.15083920602697e-144,"DAM-B","Mdh2",0.237,"ENSMUSG00000019179"
"569",2.47256985528851e-148,0.344695686425331,0.728,0.454,8.20324500889068e-144,"DAM-B","Cct3",0.274,"ENSMUSG00000001416"
"570",5.66760368017263e-148,0.283221716047499,0.889,0.662,1.88034087297087e-143,"DAM-B","Psmb3",0.227,"ENSMUSG00000069744"
"571",3.80502047542067e-147,0.275263535995536,0.802,0.53,1.26239164313032e-142,"DAM-B","Mrps14",0.272,"ENSMUSG00000058267"
"572",4.27831903221871e-146,0.254325988664749,0.782,0.514,1.4194179053192e-141,"DAM-B","Aurkaip1",0.268,"ENSMUSG00000065990"
"573",4.38718338765823e-145,0.304844604507026,0.924,0.762,1.45553583252337e-140,"DAM-B","Snrpg",0.162,"ENSMUSG00000057278"
"574",1.55185722398869e-144,0.260180892740345,0.871,0.673,5.14859671202728e-140,"DAM-B","Arpp19",0.198,"ENSMUSG00000007656"
"575",1.68630605237835e-144,0.25966770108453,0.671,0.401,5.59465758997564e-140,"DAM-B","Rwdd1",0.27,"ENSMUSG00000019782"
"576",9.53759056245319e-144,0.275980522249124,0.805,0.551,3.1642864209051e-139,"DAM-B","Ndufs6",0.254,"ENSMUSG00000021606"
"577",1.38320305032236e-143,0.267315592766176,0.783,0.51,4.58905276005448e-139,"DAM-B","Tmem167",0.273,"ENSMUSG00000012422"
"578",3.9915979221209e-143,0.255540575965284,0.707,0.429,1.32429244262205e-138,"DAM-B","Gadd45gip1",0.278,"ENSMUSG00000033751"
"579",1.07965102853188e-141,0.263447131914173,0.816,0.567,3.58195821736023e-137,"DAM-B","Ndufa8",0.249,"ENSMUSG00000026895"
"580",2.75451077029024e-141,0.370336624383173,0.386,0.185,9.13864038259194e-137,"DAM-B","Ybx3",0.201,"ENSMUSG00000030189"
"581",6.65539276559793e-141,0.258271363330953,0.802,0.535,2.20805965784242e-136,"DAM-B","G3bp1",0.267,"ENSMUSG00000018583"
"582",3.44156907648825e-140,0.25519660236919,0.751,0.48,1.14180937250651e-135,"DAM-B","Naa50",0.271,"ENSMUSG00000022698"
"583",1.54343293719461e-139,0.294069027135445,0.801,0.536,5.12064745573056e-135,"DAM-B","Psma6",0.265,"ENSMUSG00000021024"
"584",4.38542479902247e-139,0.250687692428292,0.921,0.8,1.45495238557168e-134,"DAM-B","Ppp1ca",0.121,"ENSMUSG00000040385"
"585",4.44263209581239e-139,0.338613841541693,0.802,0.554,1.47393205042768e-134,"DAM-B","Cct8",0.248,"ENSMUSG00000025613"
"586",4.57249680354523e-139,0.33926318787962,0.831,0.628,1.5170172645122e-134,"DAM-B","Capg",0.203,"ENSMUSG00000056737"
"587",7.32049010261241e-138,0.279211152192722,0.643,0.388,2.42871900134372e-133,"DAM-B","Ifitm2",0.255,"ENSMUSG00000060591"
"588",4.50330786854936e-137,0.271015910702385,0.827,0.569,1.49406245154862e-132,"DAM-B","Ms4a6c",0.258,"ENSMUSG00000079419"
"589",6.02471949940905e-137,0.263599017690725,0.952,0.825,1.99882118831894e-132,"DAM-B","Uqcrb",0.127,"ENSMUSG00000021520"
"590",1.26771273401004e-136,0.264535071774012,0.862,0.627,4.20589053762511e-132,"DAM-B","Psma1",0.235,"ENSMUSG00000030751"
"591",2.8360967370351e-136,0.267501061549322,0.896,0.693,9.40931814446134e-132,"DAM-B","Atp5k",0.203,"ENSMUSG00000050856"
"592",2.19197361430788e-135,0.256913021879286,0.832,0.584,7.27231086018924e-131,"DAM-B","Psmb5",0.248,"ENSMUSG00000022193"
"593",3.75786662065875e-135,0.265982244395061,0.803,0.559,1.24674740873595e-130,"DAM-B","Ssb",0.244,"ENSMUSG00000068882"
"594",2.81716773313343e-133,0.274185552490498,0.805,0.571,9.34651738821679e-129,"DAM-B","1810037I17Rik",0.234,"ENSMUSG00000054091"
"595",6.09860401679158e-133,0.258114844657831,0.878,0.669,2.02333385465094e-128,"DAM-B","Ndufb9",0.209,"ENSMUSG00000022354"
"596",2.26141182580986e-132,0.259847830791844,0.711,0.454,7.50268601448938e-128,"DAM-B","Macroh2a1",0.257,"ENSMUSG00000015937"
"597",9.33158758544163e-132,0.261587812724431,0.798,0.548,3.09594081322197e-127,"DAM-B","Tkt",0.25,"ENSMUSG00000021957"
"598",1.7150872940173e-129,0.258843776023341,0.518,0.286,5.6901451153612e-125,"DAM-B","Mrto4",0.232,"ENSMUSG00000028741"
"599",1.08822712921513e-127,0.250310354437656,0.744,0.489,3.61041114659704e-123,"DAM-B","Tmem147",0.255,"ENSMUSG00000006315"
"600",1.90998007411082e-127,0.424798199508265,0.932,0.768,6.33674089187747e-123,"DAM-B","Ncl",0.164,"ENSMUSG00000026234"
"601",3.18057140410732e-127,0.362263399572581,0.628,0.401,1.05521817474068e-122,"DAM-B","C1qbp",0.227,"ENSMUSG00000018446"
"602",2.13629262602411e-126,0.286728253489283,0.739,0.487,7.0875780453602e-122,"DAM-B","Eif3g",0.252,"ENSMUSG00000070319"
"603",4.31335847083474e-126,0.295918914089254,0.906,0.726,1.43104293986884e-121,"DAM-B","Cnbp",0.18,"ENSMUSG00000030057"
"604",1.57739673660193e-125,0.278530053742986,0.841,0.657,5.23332915302421e-121,"DAM-B","Sdf2l1",0.184,"ENSMUSG00000022769"
"605",5.15872447174809e-125,0.266604597528325,0.994,0.955,1.71151001799186e-120,"DAM-B","Hsp90ab1",0.039,"ENSMUSG00000023944"
"606",6.35955748930953e-124,0.261362876357289,0.884,0.674,2.10991038822822e-119,"DAM-B","Manf",0.21,"ENSMUSG00000032575"
"607",1.18400314638167e-122,0.264495638290737,0.82,0.577,3.92816723875047e-118,"DAM-B","Slirp",0.243,"ENSMUSG00000021040"
"608",1.42848644120457e-120,0.267995438323544,0.874,0.662,4.7392894659844e-116,"DAM-B","Eif3i",0.212,"ENSMUSG00000028798"
"609",1.56814353000083e-119,0.281461226332258,0.855,0.627,5.20262978948375e-115,"DAM-B","Cct5",0.228,"ENSMUSG00000022234"
"610",1.62515162003474e-117,0.78668374160764,0.778,0.598,5.39176552978924e-113,"DAM-B","Ccl12",0.18,"ENSMUSG00000035352"
"611",2.13860340742468e-117,0.251290409732531,0.834,0.606,7.09524452481285e-113,"DAM-B","Metap2",0.228,"ENSMUSG00000036112"
"612",1.58853440254135e-115,0.25041410610634,0.503,0.281,5.27028058731145e-111,"DAM-B","Ccnd1",0.222,"ENSMUSG00000070348"
"613",1.79335660993275e-115,0.302305590985039,0.841,0.661,5.94981922477387e-111,"DAM-B","Emp3",0.18,"ENSMUSG00000040212"
"614",6.69913487116719e-114,0.505324062352564,0.686,0.498,2.22257197620714e-109,"DAM-B","Lgals1",0.188,"ENSMUSG00000068220"
"615",1.17535033472646e-111,0.388103038182681,0.65,0.427,3.89945980552196e-107,"DAM-B","Ppp1r14b",0.223,"ENSMUSG00000056612"
"616",3.61565064734007e-105,0.312491699276062,0.681,0.461,1.19956441526802e-100,"DAM-B","Ccl2",0.22,"ENSMUSG00000035385"
"617",2.45791910274707e-103,0.273349326284665,0.248,0.111,8.15463820718397e-99,"DAM-B","Ccnd2",0.137,"ENSMUSG00000000184"
